class,elbow_angle,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
down,171,0.46931543946266174,0.23738084733486176,-0.3615471422672272,0.9999610185623169,0.48141708970069885,0.19362877309322357,-0.3499574363231659,0.99993896484375,0.49062758684158325,0.1923869252204895,-0.35029199719429016,0.9999371767044067,0.49790534377098083,0.19194769859313965,-0.3506193459033966,0.9999576807022095,0.4539269804954529,0.19880622625350952,-0.3238196074962616,0.99992835521698,0.44538068771362305,0.20062269270420074,-0.3234134912490845,0.999900221824646,0.4379920959472656,0.2030680775642395,-0.3236325979232788,0.9999029636383057,0.5124220848083496,0.21096664667129517,-0.2220817506313324,0.999972939491272,0.43334445357322693,0.22892872989177704,-0.08890917152166367,0.999862790107727,0.4907322824001312,0.27695775032043457,-0.3115406334400177,0.9999861717224121,0.4549272656440735,0.28080594539642334,-0.27410972118377686,0.9999629259109497,0.599454402923584,0.43100690841674805,-0.2723597288131714,0.9999198913574219,0.40635043382644653,0.5172479748725891,0.10017266124486923,0.9992897510528564,0.6676491498947144,0.7589318752288818,-0.32759952545166016,0.9893783926963806,0.3804379105567932,0.7959347367286682,0.11127372831106186,0.7245408296585083,0.6852675676345825,1.052227258682251,-0.41691580414772034,0.8550606369972229,0.3505593538284302,1.0140783786773682,-0.20941810309886932,0.2889041602611542,0.7037420272827148,1.1594253778457642,-0.4828770160675049,0.7282919883728027,0.31875884532928467,1.1050626039505005,-0.25411421060562134,0.29389360547065735,0.6706053018569946,1.1659514904022217,-0.5022257566452026,0.7872911691665649,0.3292582035064697,1.070971965789795,-0.32194170355796814,0.38543936610221863,0.6581941246986389,1.1306284666061401,-0.4260466694831848,0.8025088906288147,0.3436291217803955,1.0389708280563354,-0.249277263879776,0.4166374206542969,0.5619384050369263,1.017274260520935,-0.1505224108695984,0.21504366397857666,0.44013649225234985,1.0151954889297485,0.15263694524765015,0.12247303128242493,0.5626265406608582,1.4761309623718262,-0.15899282693862915,0.011896779760718346,0.43382567167282104,1.4828815460205078,0.37968015670776367,0.0039586471393704414,0.5705298185348511,1.8594036102294922,0.13937266170978546,0.0006581593188457191,0.4423049986362457,1.852701187133789,0.718665599822998,0.00024449746706523,0.5857667922973633,1.9229695796966553,0.1520194560289383,0.0002897779631894082,0.44662976264953613,1.911738634109497,0.7459856271743774,0.0009386662859469652,0.5273311734199524,1.972923994064331,-0.12529249489307404,0.000373618007870391,0.43298596143722534,1.9814810752868652,0.4874936640262604,0.0005969062331132591
down,173,0.4803011417388916,0.22274290025234222,-0.28054195642471313,0.9999521374702454,0.4938300549983978,0.18056845664978027,-0.278580904006958,0.9999235272407532,0.5036115646362305,0.17839330434799194,-0.27899113297462463,0.9999279975891113,0.5129296183586121,0.17661264538764954,-0.2792865037918091,0.9999505281448364,0.4692419171333313,0.18584446609020233,-0.23394760489463806,0.9999073147773743,0.4625892639160156,0.18740889430046082,-0.23392435908317566,0.9998763799667358,0.4565417766571045,0.18925851583480835,-0.23414620757102966,0.9998700618743896,0.5295248627662659,0.1902405023574829,-0.20475229620933533,0.999969482421875,0.4590853750705719,0.20768091082572937,0.0007471410790458322,0.9998284578323364,0.5030869245529175,0.2621324360370636,-0.2483130693435669,0.9999748468399048,0.4731166362762451,0.2665783762931824,-0.18965545296669006,0.999930739402771,0.6182922720909119,0.4069955050945282,-0.29262250661849976,0.9999118447303772,0.44545379281044006,0.5036917924880981,0.2494603842496872,0.9986903667449951,0.6918994784355164,0.7472283244132996,-0.38553696870803833,0.9880901575088501,0.4340916574001312,0.7965888381004333,0.3185095191001892,0.6645157933235168,0.7294091582298279,1.0927497148513794,-0.4398648738861084,0.859438419342041,0.4003402590751648,0.9937385320663452,0.1319386065006256,0.26771557331085205,0.7516344785690308,1.193331241607666,-0.5009757280349731,0.7416074872016907,0.39299386739730835,1.085770606994629,0.1258935034275055,0.2751021683216095,0.7207750082015991,1.2023321390151978,-0.5149515867233276,0.7975459098815918,0.391773521900177,1.0658174753189087,0.06220526620745659,0.3606833517551422,0.7060710787773132,1.1707253456115723,-0.44459205865859985,0.8093346357345581,0.4022887647151947,1.0378422737121582,0.09598393738269806,0.38875722885131836,0.6049968004226685,1.041422963142395,-0.1788560152053833,0.2260478138923645,0.49365153908729553,1.0510451793670654,0.18023422360420227,0.13225966691970825,0.5784193277359009,1.3274013996124268,-0.25219088792800903,0.035977791994810104,0.47778186202049255,1.4137403964996338,0.2657761573791504,0.014236913993954659,0.6057449579238892,1.7959996461868286,0.03992929309606552,0.0034225285053253174,0.4865589737892151,1.8091744184494019,0.39948874711990356,0.001924789627082646,0.632819652557373,1.875637173652649,0.05714430287480354,0.002773905871436,0.49740728735923767,1.8760323524475098,0.4045652747154236,0.003745210589841008,0.5538713335990906,1.906496286392212,-0.138853058218956,0.0032773290295153856,0.4409709870815277,1.9239332675933838,0.22136206924915314,0.003323117271065712
down,174,0.48102420568466187,0.21167373657226562,-0.296223908662796,0.9999538660049438,0.49609747529029846,0.17069198191165924,-0.3000321090221405,0.9999275803565979,0.5073705315589905,0.169066920876503,-0.3004109263420105,0.9999315738677979,0.5179434418678284,0.16772286593914032,-0.3007182478904724,0.9999535083770752,0.4689550995826721,0.17424549162387848,-0.2520444095134735,0.9999117851257324,0.46198922395706177,0.17524585127830505,-0.2517608106136322,0.9998807311058044,0.4558371603488922,0.17643199861049652,-0.2519744038581848,0.9998749494552612,0.5348552465438843,0.18137185275554657,-0.2545568645000458,0.9999715089797974,0.4582328200340271,0.19517676532268524,-0.0015550587559118867,0.999833881855011,0.5064958930015564,0.25460296869277954,-0.26633429527282715,0.999975860118866,0.47272977232933044,0.25721052289009094,-0.20056036114692688,0.9999315738677979,0.6282930374145508,0.4057858884334564,-0.37746936082839966,0.9999156594276428,0.4464891850948334,0.4970107972621918,0.25156766176223755,0.9985918998718262,0.6999114751815796,0.7607837319374084,-0.4789648652076721,0.9874131083488464,0.4276752471923828,0.8041263222694397,0.28305646777153015,0.6153104305267334,0.7367236018180847,1.13266921043396,-0.5058298707008362,0.8555602431297302,0.3997935354709625,0.9898110032081604,-0.027238210663199425,0.24563927948474884,0.757323145866394,1.2437570095062256,-0.5700581669807434,0.7413756251335144,0.3779763877391815,1.089537262916565,-0.04869753494858742,0.25430506467819214,0.7252714037895203,1.2517019510269165,-0.5816124677658081,0.7988020181655884,0.3819655776023865,1.0712013244628906,-0.11180738359689713,0.3345910310745239,0.7123428583145142,1.2176319360733032,-0.5085074305534363,0.8075025081634521,0.39282459020614624,1.0444344282150269,-0.06679873168468475,0.3606717586517334,0.6135920286178589,1.084159016609192,-0.2090444266796112,0.2094763219356537,0.48483043909072876,1.0922917127609253,0.2112467736005783,0.12253986299037933,0.5880985260009766,1.4997988939285278,-0.24673251807689667,0.03312072902917862,0.4692143499851227,1.5209969282150269,0.3934869170188904,0.013119651935994625,0.6056415438652039,1.9589728116989136,0.07353423535823822,0.0031370013020932674,0.47677111625671387,1.968425989151001,0.619532585144043,0.0017629179637879133,0.6294692754745483,2.0402512550354004,0.08915820717811584,0.0025351799558848143,0.48561716079711914,2.046335458755493,0.6285206079483032,0.003444983158260584,0.5495277643203735,2.068636894226074,-0.1701335906982422,0.003030770691111684,0.43647879362106323,2.0901639461517334,0.3774985671043396,0.0031030820682644844
down,173,0.48211878538131714,0.20577171444892883,-0.2888393998146057,0.9999539852142334,0.49716562032699585,0.164593905210495,-0.29049187898635864,0.9999277591705322,0.5084860324859619,0.1631518006324768,-0.29091745615005493,0.9999327659606934,0.5194879770278931,0.1619383841753006,-0.2911706864833832,0.999954104423523,0.4692878723144531,0.16801664233207703,-0.23983637988567352,0.9999116063117981,0.46189284324645996,0.16935144364833832,-0.23971179127693176,0.9998810291290283,0.4553458094596863,0.17093904316425323,-0.23995307087898254,0.9998732805252075,0.5355619192123413,0.1769464910030365,-0.24581113457679749,0.9999725222587585,0.4572126269340515,0.19052007794380188,0.010746443644165993,0.9998331665992737,0.5075070858001709,0.25036096572875977,-0.2595904469490051,0.9999741911888123,0.47272005677223206,0.2527286410331726,-0.19247007369995117,0.9999250173568726,0.6281166076660156,0.40316101908683777,-0.3526912331581116,0.9999110102653503,0.4503970146179199,0.49452492594718933,0.28117603063583374,0.9981918931007385,0.7000771760940552,0.7619104385375977,-0.46305355429649353,0.9862209558486938,0.432109534740448,0.8108895421028137,0.34948715567588806,0.5624365210533142,0.7317739129066467,1.15129816532135,-0.5212193727493286,0.859101414680481,0.3994934856891632,0.9893090128898621,0.1150846928358078,0.22729218006134033,0.7493367791175842,1.2601525783538818,-0.5900990962982178,0.7521446943283081,0.3775598108768463,1.0897061824798584,0.10456887632608414,0.2383931279182434,0.7161655426025391,1.2634211778640747,-0.5998201370239258,0.8071616888046265,0.3762414753437042,1.074449896812439,0.03520737960934639,0.3139753043651581,0.7041350603103638,1.2286787033081055,-0.5242537260055542,0.8129028081893921,0.3878954350948334,1.0493296384811401,0.07432091981172562,0.33770638704299927,0.6141032576560974,1.0988385677337646,-0.21151554584503174,0.21722187101840973,0.49209243059158325,1.106439232826233,0.21322813630104065,0.13149350881576538,0.5854558348655701,1.4771389961242676,-0.24179545044898987,0.04373287782073021,0.4710663855075836,1.5249837636947632,0.324958860874176,0.016341207548975945,0.6008580923080444,1.941041350364685,0.08158091455698013,0.004138029180467129,0.4722476899623871,1.964900255203247,0.4782179296016693,0.0024866524618119,0.6270286440849304,2.0249767303466797,0.09913235902786255,0.0034797806292772293,0.48150625824928284,2.0450668334960938,0.4850448966026306,0.004470732994377613,0.5416660308837891,2.054403781890869,-0.1354352980852127,0.0045710038393735886,0.4164827764034271,2.075517177581787,0.2697060704231262,0.00495944544672966
down,168,0.48198169469833374,0.2059478908777237,-0.3020835220813751,0.9999507665634155,0.49633878469467163,0.16473914682865143,-0.2967739701271057,0.9999256730079651,0.5081571936607361,0.16299273073673248,-0.2971654236316681,0.9999316334724426,0.5185108184814453,0.16159547865390778,-0.29749971628189087,0.9999526739120483,0.46888214349746704,0.16924747824668884,-0.2554705739021301,0.9999088644981384,0.46107420325279236,0.17091310024261475,-0.25529590249061584,0.9998782873153687,0.4543693959712982,0.1727825105190277,-0.25553831458091736,0.9998682141304016,0.5336313247680664,0.17620055377483368,-0.2512078285217285,0.9999728202819824,0.45551973581314087,0.19286535680294037,0.0062967329286038876,0.9998289942741394,0.5067785978317261,0.24918314814567566,-0.2640884220600128,0.9999724626541138,0.4715653955936432,0.2528904378414154,-0.20537130534648895,0.9999186992645264,0.6259018182754517,0.4011094868183136,-0.35644853115081787,0.999911367893219,0.4511168599128723,0.49255698919296265,0.28315192461013794,0.9980833530426025,0.7015866041183472,0.7843549251556396,-0.4830751419067383,0.9863274693489075,0.43067803978919983,0.8128937482833862,0.3332141637802124,0.5220135450363159,0.7012521028518677,1.144641637802124,-0.5791558623313904,0.863469123840332,0.39893028140068054,0.9874811768531799,0.0359690859913826,0.21479563415050507,0.7034925222396851,1.2514431476593018,-0.6605916619300842,0.7609845995903015,0.38041847944259644,1.0904892683029175,0.011797341518104076,0.227778822183609,0.6698670387268066,1.2342554330825806,-0.6680043339729309,0.8136415481567383,0.3825342059135437,1.0519362688064575,-0.05768598988652229,0.2996932566165924,0.6663113832473755,1.1983779668807983,-0.5816987156867981,0.8162187933921814,0.39476555585861206,1.011258602142334,-0.005655910354107618,0.3214893043041229,0.6087707281112671,1.1111960411071777,-0.20898368954658508,0.2410174310207367,0.48654359579086304,1.1108763217926025,0.2106606513261795,0.15396243333816528,0.5829058289527893,1.501178503036499,-0.23313355445861816,0.05583224445581436,0.46997499465942383,1.5323878526687622,0.3106144070625305,0.02246956154704094,0.5986075401306152,1.9671924114227295,0.08377393335103989,0.0058255805633962154,0.46962910890579224,1.9814046621322632,0.4751184582710266,0.0035196607932448387,0.6220353841781616,2.05317759513855,0.10021317005157471,0.0050887749530375,0.4790624678134918,2.063709020614624,0.4817889332771301,0.006588034797459841,0.5313913822174072,2.0703659057617188,-0.14056360721588135,0.0062136221677064896,0.4103643000125885,2.090106964111328,0.249362513422966,0.0066701085306704044
up,75,0.463762104511261,0.21535968780517578,-0.22725804150104523,0.9999228715896606,0.47700372338294983,0.17078538239002228,-0.2556273341178894,0.999895453453064,0.4878386855125427,0.16800200939178467,-0.25594282150268555,0.9999074935913086,0.49992018938064575,0.16493770480155945,-0.2561435103416443,0.9999260306358337,0.45507311820983887,0.17606820166110992,-0.19782805442810059,0.9998735785484314,0.4488619863986969,0.17735505104064941,-0.19768741726875305,0.999845027923584,0.443152517080307,0.1790028065443039,-0.19805549085140228,0.9998220801353455,0.5280895233154297,0.1773562878370285,-0.2452314794063568,0.9999674558639526,0.4546831250190735,0.1952856332063675,0.03143645077943802,0.999790370464325,0.4882081151008606,0.2543390989303589,-0.2128651887178421,0.9999631643295288,0.4629232883453369,0.2585790455341339,-0.13599617779254913,0.9998738765716553,0.6229619979858398,0.38187146186828613,-0.35749104619026184,0.9999163746833801,0.457084596157074,0.4713267385959625,0.2888437807559967,0.9981088638305664,0.6846224665641785,0.7994570136070251,-0.5346061587333679,0.9882873296737671,0.43876010179519653,0.809848427772522,0.055746495723724365,0.49115893244743347,0.4045540392398834,0.7694989442825317,-0.5672085881233215,0.8863672018051147,0.3420262336730957,0.7327089309692383,-0.5808659791946411,0.2665613889694214,0.35034945607185364,0.7662692666053772,-0.6382459998130798,0.7973784804344177,0.3132810890674591,0.7470441460609436,-0.6566289663314819,0.27361536026000977,0.3441769480705261,0.7090659141540527,-0.5875176191329956,0.8409271240234375,0.31717151403427124,0.702106237411499,-0.6809631586074829,0.33703041076660156,0.3611035943031311,0.7024576663970947,-0.5636537671089172,0.8399049043655396,0.33113938570022583,0.6955856084823608,-0.6144415140151978,0.35700082778930664,0.5990937948226929,1.0529056787490845,-0.19662758708000183,0.2817138731479645,0.4759061336517334,1.0531080961227417,0.1984412521123886,0.2033204585313797,0.539280354976654,1.5240838527679443,-0.1340649425983429,0.09199509769678116,0.43108201026916504,1.5228914022445679,0.2668200135231018,0.031612563878297806,0.5679037570953369,1.9685031175613403,0.11442842334508896,0.010352399200201035,0.4464876651763916,1.9635555744171143,0.41094207763671875,0.0046417564153671265,0.5938856601715088,2.039451837539673,0.12007615715265274,0.008097099140286446,0.4574710726737976,2.0326764583587646,0.4153954088687897,0.008110718801617622,0.5097472071647644,2.091686487197876,-0.1411256045103073,0.009380198083817959,0.4056505560874939,2.1080384254455566,0.16852498054504395,0.007367635611444712
up,58,0.4597364366054535,0.21566763520240784,-0.256865918636322,0.9999094605445862,0.4722415506839752,0.17123816907405853,-0.271227091550827,0.9998859763145447,0.48260778188705444,0.16853605210781097,-0.2715464234352112,0.9999037384986877,0.49418339133262634,0.16565072536468506,-0.2717585563659668,0.9999203085899353,0.44882768392562866,0.1762993037700653,-0.2196149080991745,0.9998624920845032,0.44144171476364136,0.1779208779335022,-0.21947510540485382,0.9998348951339722,0.4346303343772888,0.18054157495498657,-0.21981588006019592,0.9997981190681458,0.5224964618682861,0.17843285202980042,-0.22329847514629364,0.9999669194221497,0.44253960251808167,0.1963977962732315,0.02513071894645691,0.9997603297233582,0.4831995964050293,0.25478696823120117,-0.22978881001472473,0.9999554753303528,0.45690178871154785,0.2590571939945221,-0.16160163283348083,0.9998284578323364,0.6141219139099121,0.3727644085884094,-0.3275505304336548,0.9999053478240967,0.45456305146217346,0.47132301330566406,0.27115780115127563,0.9977589249610901,0.6728271245956421,0.7659574747085571,-0.5915083289146423,0.9888436794281006,0.40828800201416016,0.7892118096351624,0.020416922867298126,0.46443429589271545,0.4100390076637268,0.6527798771858215,-0.6942532658576965,0.8952432870864868,0.3194969594478607,0.6788209080696106,-0.6083393692970276,0.27617359161376953,0.3523908853530884,0.6269609332084656,-0.7504498958587646,0.8103074431419373,0.292961061000824,0.6728032231330872,-0.6862667798995972,0.2817058265209198,0.34497666358947754,0.5761442184448242,-0.7044299840927124,0.8500370979309082,0.30958092212677,0.6342105865478516,-0.6958855390548706,0.34058424830436707,0.35992613434791565,0.5827920436859131,-0.6703275442123413,0.8466885685920715,0.32200080156326294,0.629221498966217,-0.636805534362793,0.36075302958488464,0.5997832417488098,1.0527377128601074,-0.1714329868555069,0.33294931054115295,0.4725021421909332,1.053579330444336,0.17311379313468933,0.2547091245651245,0.5663654208183289,1.4852291345596313,-0.2396852970123291,0.1224915161728859,0.43184876441955566,1.4981777667999268,0.27242040634155273,0.04193383827805519,0.5833286643028259,1.9570149183273315,-0.1367534101009369,0.011800992302596569,0.44700875878334045,1.9604378938674927,0.4454251229763031,0.005794631317257881,0.6071382761001587,2.033097267150879,-0.1391664296388626,0.010507267899811268,0.4579440951347351,2.0246524810791016,0.4480886459350586,0.009265015833079815,0.5210279226303101,2.0651438236236572,-0.41922569274902344,0.009761398658156395,0.40764036774635315,2.101928472518921,0.2194538414478302,0.0076027545146644115
up,49,0.454711377620697,0.21773800253868103,-0.30616116523742676,0.9999113082885742,0.4665556848049164,0.17295698821544647,-0.32325202226638794,0.9998897910118103,0.47639113664627075,0.16966301202774048,-0.3236081600189209,0.9999068975448608,0.48753052949905396,0.1662670224905014,-0.32377320528030396,0.9999221563339233,0.44398537278175354,0.17911815643310547,-0.27501600980758667,0.9998682141304016,0.4372267723083496,0.18081174790859222,-0.27476316690444946,0.9998420476913452,0.4307881295681,0.1831844300031662,-0.2751316726207733,0.9998053908348083,0.5157750844955444,0.17869415879249573,-0.25187528133392334,0.9999681711196899,0.43892520666122437,0.19712713360786438,-0.026611264795064926,0.9997718930244446,0.4768877923488617,0.2555510401725769,-0.2713560461997986,0.9999569058418274,0.45198386907577515,0.25977638363838196,-0.20878703892230988,0.9998337626457214,0.6045728325843811,0.3716239035129547,-0.3264089822769165,0.9998992085456848,0.43909382820129395,0.4603409767150879,0.2126234471797943,0.9978588819503784,0.6679596900939941,0.7512459754943848,-0.5429820418357849,0.9894431829452515,0.40837764739990234,0.7635726928710938,-0.0485365130007267,0.46786195039749146,0.42889246344566345,0.6100866198539734,-0.5600298047065735,0.9034494757652283,0.3551403880119324,0.654030442237854,-0.6365945935249329,0.2997019588947296,0.37745577096939087,0.5762314796447754,-0.5769670009613037,0.8204808235168457,0.3272188901901245,0.633463442325592,-0.7084669470787048,0.29695358872413635,0.372008740901947,0.5271952152252197,-0.5095894932746887,0.8560196757316589,0.328840047121048,0.5930646657943726,-0.7101949453353882,0.34989407658576965,0.3852996230125427,0.5374869704246521,-0.511803388595581,0.8520231246948242,0.34509149193763733,0.597395658493042,-0.6593818664550781,0.37124931812286377,0.5926116108894348,1.030746340751648,-0.1562962830066681,0.3711702823638916,0.46162405610084534,1.0525596141815186,0.1581341177225113,0.2991105914115906,0.5765111446380615,1.4848299026489258,-0.1510736644268036,0.11798660457134247,0.4328033924102783,1.4962559938430786,0.29532700777053833,0.041599906980991364,0.5909497737884521,1.950034260749817,0.017288116738200188,0.011039878241717815,0.44689279794692993,1.953057885169983,0.5159240961074829,0.005781425628811121,0.6122190356254578,2.02502703666687,0.009620599448680878,0.009798160754144192,0.45671945810317993,2.0193963050842285,0.526039183139801,0.009218099527060986,0.5361765027046204,2.060079336166382,-0.3949013948440552,0.009021817706525326,0.41608500480651855,2.0896201133728027,0.2641131579875946,0.007533061783760786
up,38,0.45288515090942383,0.2334238886833191,-0.3163435459136963,0.9999097585678101,0.4636397957801819,0.18692311644554138,-0.32391250133514404,0.9998852014541626,0.47292518615722656,0.18286198377609253,-0.32421696186065674,0.9999029636383057,0.4832237660884857,0.17849309742450714,-0.3243350088596344,0.9999170303344727,0.44073286652565,0.19458097219467163,-0.28221356868743896,0.9998631477355957,0.4333788752555847,0.19630621373653412,-0.28194132447242737,0.9998378753662109,0.4265400767326355,0.19865386188030243,-0.2823561131954193,0.9997983574867249,0.5083420872688293,0.18356001377105713,-0.23083630204200745,0.9999648928642273,0.4321870803833008,0.20455019176006317,-0.033748067915439606,0.999769926071167,0.4743591845035553,0.26621004939079285,-0.27260592579841614,0.9999493956565857,0.4498143196105957,0.27410686016082764,-0.21854284405708313,0.9998186230659485,0.5961079001426697,0.3737177848815918,-0.22196729481220245,0.9998098611831665,0.42745399475097656,0.4480153024196625,0.16279491782188416,0.9977136254310608,0.6550205945968628,0.7432833313941956,-0.4423947334289551,0.9882100820541382,0.4138564169406891,0.7575141191482544,0.02609049156308174,0.44103318452835083,0.4472447335720062,0.5547811388969421,-0.4828778803348541,0.9058346152305603,0.3867211937904358,0.826947808265686,-0.4187583029270172,0.2805534601211548,0.40279608964920044,0.5006675720214844,-0.5289658904075623,0.8189020752906799,0.3614158034324646,0.7616258263587952,-0.47259998321533203,0.28071460127830505,0.4030739665031433,0.46346351504325867,-0.46342530846595764,0.8519200682640076,0.3619067668914795,0.744686484336853,-0.5062174201011658,0.3308151364326477,0.41509151458740234,0.47497886419296265,-0.4506557583808899,0.8459776639938354,0.3839932084083557,0.8101977705955505,-0.4514356255531311,0.3512590527534485,0.591492772102356,1.00600004196167,-0.12977522611618042,0.36325889825820923,0.46158933639526367,1.019745111465454,0.1320435106754303,0.2920454144477844,0.5784595608711243,1.448467493057251,-0.23344294726848602,0.11170918494462967,0.43365389108657837,1.460189938545227,0.23924024403095245,0.0393388606607914,0.5920007824897766,1.902050256729126,-0.09127549827098846,0.010184911079704762,0.4467361569404602,1.9062645435333252,0.33873406052589417,0.0055063567124307156,0.6119523048400879,1.980582356452942,-0.09196241945028305,0.009099310263991356,0.4561079442501068,1.977479338645935,0.3400477170944214,0.008886067196726799,0.5405117273330688,2.016324758529663,-0.3841724991798401,0.00840598065406084,0.4196038842201233,2.0403807163238525,0.096685990691185,0.007400651928037405
up,33,0.4408702254295349,0.24254247546195984,-0.31533440947532654,0.9999106526374817,0.4501824378967285,0.19468602538108826,-0.3231271803379059,0.9998840093612671,0.4589110016822815,0.18984921276569366,-0.32339784502983093,0.999900221824646,0.46839994192123413,0.18497030436992645,-0.3234914243221283,0.9999136924743652,0.4281925559043884,0.20523974299430847,-0.28134629130363464,0.9998642802238464,0.42174404859542847,0.20763666927814484,-0.2810695767402649,0.9998396039009094,0.41542404890060425,0.2105446308851242,-0.2814842164516449,0.9998025894165039,0.49636712670326233,0.18603219091892242,-0.23517851531505585,0.999962329864502,0.42219915986061096,0.21268980205059052,-0.04244650527834892,0.9997784495353699,0.4647788107395172,0.2716524004936218,-0.27355098724365234,0.9999471306800842,0.44155868887901306,0.2829221785068512,-0.21985730528831482,0.9998214840888977,0.5854612588882446,0.3749212622642517,-0.23526379466056824,0.9997583031654358,0.42399516701698303,0.43886658549308777,0.14267930388450623,0.9978216290473938,0.651655912399292,0.740726888179779,-0.3913136422634125,0.9883248209953308,0.4138428270816803,0.7581544518470764,0.04986612871289253,0.43120327591896057,0.45457181334495544,0.5314826369285583,-0.3503805994987488,0.9112164378166199,0.38440659642219543,0.8459055423736572,-0.38430672883987427,0.2709723711013794,0.4121484160423279,0.4733740985393524,-0.38871970772743225,0.8234376907348633,0.35654768347740173,0.8611580729484558,-0.42917031049728394,0.2732103168964386,0.41363221406936646,0.43921658396720886,-0.32421523332595825,0.8529720902442932,0.35892707109451294,0.8377230167388916,-0.4635648727416992,0.32085949182510376,0.4253154397010803,0.45284995436668396,-0.31989091634750366,0.8472762703895569,0.38131994009017944,0.8695205450057983,-0.4172118306159973,0.34224316477775574,0.581611692905426,1.001028060913086,-0.12122863531112671,0.3635636270046234,0.4585701823234558,1.005570888519287,0.12359823286533356,0.2963952124118805,0.5774085521697998,1.4574103355407715,-0.1739085614681244,0.10310077667236328,0.4268827438354492,1.4645575284957886,0.2349928915500641,0.03664761036634445,0.587058424949646,1.9046870470046997,-0.040097806602716446,0.009265347383916378,0.4363614022731781,1.906963586807251,0.373124897480011,0.005113504361361265,0.6040890216827393,1.980894684791565,-0.026869580149650574,0.0082875220105052,0.4432358741760254,1.9774867296218872,0.3791884779930115,0.008327101357281208,0.5390581488609314,2.025494337081909,-0.2976512312889099,0.007692262064665556,0.4196256697177887,2.042621612548828,0.12754938006401062,0.007010788656771183
